"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"187";"2024-09-23 14:01:53";"Chest and Triceps";"1248";"Chest Dip";"4";"50.0";"3";"";"";"";"";""
"187";"2024-09-23 14:01:53";"Chest and Triceps";"1248";"Triceps Extension";"1";"20.0";"12";"";"";"";"";""
"187";"2024-09-23 14:01:53";"Chest and Triceps";"1248";"Triceps Extension";"2";"20.0";"12";"";"";"";"";""
"187";"2024-09-23 14:01:53";"Chest and Triceps";"1248";"Triceps Extension";"3";"20.0";"12";"";"";"";"";""
"187";"2024-09-23 14:01:53";"Chest and Triceps";"1248";"Triceps Extension";"4";"20.0";"12";"";"";"";"";""
"187";"2024-09-23 14:01:53";"Chest and Triceps";"1248";"Lateral Raise (Dumbbell)";"1";"10.0";"12";"";"";"";"";""
"187";"2024-09-23 14:01:53";"Chest and Triceps";"1248";"Lateral Raise (Dumbbell)";"2";"10.0";"12";"";"";"";"";""
"187";"2024-09-23 14:01:53";"Chest and Triceps";"1248";"Lateral Raise (Dumbbell)";"3";"12.0";"12";"";"";"";"";""
"187";"2024-09-23 14:01:53";"Chest and Triceps";"1248";"Lateral Raise (Dumbbell)";"4";"12.0";"12";"";"";"";"";""
"187";"2024-09-23 14:01:53";"Chest and Triceps";"1248";"Lateral Raise (Dumbbell)";"5";"12.0";"12";"";"";"";"";""
"188";"2024-09-24 14:23:22";"Entraînement du matin";"1878";"Pull Up";"1";"0.0";"10";"";"";"";"";""
"188";"2024-09-24 14:23:22";"Entraînement du matin";"1878";"Pull Up";"2";"20.0";"3";"";"";"";"";""
"188";"2024-09-24 14:23:22";"Entraînement du matin";"1878";"Pull Up";"3";"30.0";"1";"";"";"";"";""
"188";"2024-09-24 14:23:22";"Entraînement du matin";"1878";"Pull Up";"4";"40.0";"0";"";"";"";"";""
"188";"2024-09-24 14:23:22";"Entraînement du matin";"1878";"Pull Up";"5";"37.5";"0";"";"";"";"";""
"188";"2024-09-24 14:23:22";"Entraînement du matin";"1878";"Pull Up";"6";"15.0";"4";"";"";"";"";""
"188";"2024-09-24 14:23:22";"Entraînement du matin";"1878";"Pull Up";"7";"0.0";"6";"";"";"";"";""
"188";"2024-09-24 14:23:22";"Entraînement du matin";"1878";"Seated Row (Machine)";"1";"79.0";"12";"";"";"";"";""
"188";"2024-09-24 14:23:22";"Entraînement du matin";"1878";"Seated Row (Machine)";"2";"79.0";"12";"";"";"";"";""
"188";"2024-09-24 14:23:22";"Entraînement du matin";"1878";"Seated Row (Machine)";"D";"73.0";"12";"";"";"";"";""
"188";"2024-09-24 14:23:22";"Entraînement du matin";"1878";"Reverse Fly (Machine)";"1";"41.0";"12";"";"";"";"";""
"188";"2024-09-24 14:23:22";"Entraînement du matin";"1878";"Reverse Fly (Machine)";"2";"41.0";"12";"";"";"";"";""
"188";"2024-09-24 14:23:22";"Entraînement du matin";"1878";"Reverse Fly (Machine)";"3";"41.0";"12";"";"";"";"";""
"188";"2024-09-24 14:23:22";"Entraînement du matin";"1878";"Bicep Curl (Machine)";"1";"41.0";"12";"";"";"";"";""
"188";"2024-09-24 14:23:22";"Entraînement du matin";"1878";"Bicep Curl (Machine)";"2";"45.0";"10";"";"";"";"";""
"188";"2024-09-24 14:23:22";"Entraînement du matin";"1878";"Bicep Curl (Machine)";"D";"45.0";"8";"";"";"";"";""
"189";"2024-09-25 15:10:27";"Chest and Triceps";"2518";"Bench Press (Barbell)";"W";"60.0";"15";"";"";"";"";""
"189";"2024-09-25 15:10:27";"Chest and Triceps";"2518";"Bench Press (Barbell)";"W";"60.0";"15";"";"";"";"";""
"189";"2024-09-25 15:10:27";"Chest and Triceps";"2518";"Bench Press (Barbell)";"1";"100.0";"2";"";"";"";"";""
"189";"2024-09-25 15:10:27";"Chest and Triceps";"2518";"Bench Press (Barbell)";"2";"100.0";"2";"";"";"";"";""
"189";"2024-09-25 15:10:27";"Chest and Triceps";"2518";"Bench Press (Barbell)";"3";"100.0";"2";"";"";"";"";""
"189";"2024-09-25 15:10:27";"Chest and Triceps";"2518";"Bench Press (Barbell)";"4";"105.0";"2";"";"";"";"";""
"189";"2024-09-25 15:10:27";"Chest and Triceps";"2518";"Bench Press (Barbell)";"5";"85.0";"9";"";"";"";"";""
"189";"2024-09-25 15:10:27";"Chest and Triceps";"2518";"Bench Press (Barbell)";"6";"85.0";"9";"";"";"";"";""
"190";"2024-09-30 16:26:39";"Chest and Triceps";"3761";"Bench Press (Barbell)";"W";"60.0";"15";"";"";"";"";"les 4 et 6 en 5-3"
"190";"2024-09-30 16:26:39";"Chest and Triceps";"3761";"Bench Press (Barbell)";"W";"60.0";"15";"";"";"";"";"les 4 et 6 en 5-3"
"190";"2024-09-30 16:26:39";"Chest and Triceps";"3761";"Bench Press (Barbell)";"1";"82.5";"10";"";"";"";"";"les 4 et 6 en 5-3"
"190";"2024-09-30 16:26:39";"Chest and Triceps";"3761";"Bench Press (Barbell)";"2";"82.5";"10";"";"";"";"";"les 4 et 6 en 5-3"
"190";"2024-09-30 16:26:39";"Chest and Triceps";"3761";"Bench Press (Barbell)";"3";"82.5";"10";"";"";"";"";"les 4 et 6 en 5-3"
"190";"2024-09-30 16:26:39";"Chest and Triceps";"3761";"Bench Press (Barbell)";"4";"82.5";"5";"";"";"";"";"les 4 et 6 en 5-3"
"190";"2024-09-30 16:26:39";"Chest and Triceps";"3761";"Bench Press (Barbell)";"5";"82.5";"6";"";"";"";"";"les 4 et 6 en 5-3"
"190";"2024-09-30 16:26:39";"Chest and Triceps";"3761";"Chest Dip";"1";"0.0";"8";"";"";"";"";"les 4 et 6 en 5-3"
"190";"2024-09-30 16:26:39";"Chest and Triceps";"3761";"Chest Dip";"2";"40.0";"4";"";"";"";"";"les 4 et 6 en 5-3"
"190";"2024-09-30 16:26:39";"Chest and Triceps";"3761";"Chest Dip";"3";"50.0";"2";"";"";"";"";"les 4 et 6 en 5-3"
"190";"2024-09-30 16:26:39";"Chest and Triceps";"3761";"Chest Dip";"4";"50.0";"3";"";"";"";"";"les 4 et 6 en 5-3"
"190";"2024-09-30 16:26:39";"Chest and Triceps";"3761";"Triceps Extension";"1";"36.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"190";"2024-09-30 16:26:39";"Chest and Triceps";"3761";"Triceps Extension";"2";"36.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"190";"2024-09-30 16:26:39";"Chest and Triceps";"3761";"Triceps Extension";"3";"36.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"190";"2024-09-30 16:26:39";"Chest and Triceps";"3761";"Lateral Raise (Dumbbell)";"1";"12.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"190";"2024-09-30 16:26:39";"Chest and Triceps";"3761";"Lateral Raise (Dumbbell)";"2";"12.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"190";"2024-09-30 16:26:39";"Chest and Triceps";"3761";"Lateral Raise (Dumbbell)";"3";"12.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"191";"2024-10-01 13:41:55";"Entraînement du matin";"5713";"Pull Up";"Note";"";"";"";"";"";"supi/normale";""
"191";"2024-10-01 13:41:55";"Entraînement du matin";"5713";"Pull Up";"1";"0.0";"9";"";"";"";"";""
"191";"2024-10-01 13:41:55";"Entraînement du matin";"5713";"Pull Up";"2";"0.0";"10";"";"";"";"";""
"191";"2024-10-01 13:41:55";"Entraînement du matin";"5713";"Pull Up";"3";"20.0";"5";"";"";"";"";""
"191";"2024-10-01 13:41:55";"Entraînement du matin";"5713";"Pull Up";"4";"20.0";"4";"";"";"";"";""
"191";"2024-10-01 13:41:55";"Entraînement du matin";"5713";"Pull Up";"5";"20.0";"5";"";"";"";"";""
"191";"2024-10-01 13:41:55";"Entraînement du matin";"5713";"Pull Up";"6";"20.0";"4";"";"";"";"";""
"191";"2024-10-01 13:41:55";"Entraînement du matin";"5713";"Pull Up";"7";"15.0";"7";"";"";"";"";""
"191";"2024-10-01 13:41:55";"Entraînement du matin";"5713";"Seated Row (Machine)";"1";"79.0";"12";"";"";"";"";""
"191";"2024-10-01 13:41:55";"Entraînement du matin";"5713";"Seated Row (Machine)";"2";"79.0";"12";"";"";"";"";""
"191";"2024-10-01 13:41:55";"Entraînement du matin";"5713";"Seated Row (Machine)";"D";"79.0";"12";"";"";"";"";""
"191";"2024-10-01 13:41:55";"Entraînement du matin";"5713";"Reverse Fly (Machine)";"1";"41.0";"12";"";"";"";"";""
"191";"2024-10-01 13:41:55";"Entraînement du matin";"5713";"Reverse Fly (Machine)";"2";"41.0";"12";"";"";"";"";""
"191";"2024-10-01 13:41:55";"Entraînement du matin";"5713";"Reverse Fly (Machine)";"3";"41.0";"12";"";"";"";"";""
"191";"2024-10-01 13:41:55";"Entraînement du matin";"5713";"Bicep Curl (Machine)";"1";"45.0";"12";"";"";"";"";""
"191";"2024-10-01 13:41:55";"Entraînement du matin";"5713";"Bicep Curl (Machine)";"2";"45.0";"11";"";"";"";"";""
"191";"2024-10-01 13:41:55";"Entraînement du matin";"5713";"Bicep Curl (Machine)";"D";"45.0";"7";"";"";"";"";""
"192";"2024-10-08 15:07:27";"Chest and Triceps";"1739";"Bench Press (Barbell)";"W";"60.0";"15";"";"";"";"";"les 4 et 6 en 5-3"
"192";"2024-10-08 15:07:27";"Chest and Triceps";"1739";"Bench Press (Barbell)";"W";"60.0";"15";"";"";"";"";"les 4 et 6 en 5-3"
"192";"2024-10-08 15:07:27";"Chest and Triceps";"1739";"Bench Press (Barbell)";"1";"95.0";"6";"";"";"";"";"les 4 et 6 en 5-3"
"192";"2024-10-08 15:07:27";"Chest and Triceps";"1739";"Bench Press (Barbell)";"2";"95.0";"6";"";"";"";"";"les 4 et 6 en 5-3"
"192";"2024-10-08 15:07:27";"Chest and Triceps";"1739";"Bench Press (Barbell)";"3";"95.0";"6";"";"";"";"";"les 4 et 6 en 5-3"
"192";"2024-10-08 15:07:27";"Chest and Triceps";"1739";"Bench Press (Barbell)";"4";"95.0";"6";"";"";"";"";"les 4 et 6 en 5-3"
"192";"2024-10-08 15:07:27";"Chest and Triceps";"1739";"Bench Press (Barbell)";"5";"82.5";"6";"";"";"";"";"les 4 et 6 en 5-3"
"192";"2024-10-08 15:07:27";"Chest and Triceps";"1739";"Bench Press (Barbell)";"6";"82.5";"6";"";"";"";"";"les 4 et 6 en 5-3"
"192";"2024-10-08 15:07:27";"Chest and Triceps";"1739";"Chest Dip";"1";"0.0";"8";"";"";"";"";"les 4 et 6 en 5-3"
"192";"2024-10-08 15:07:27";"Chest and Triceps";"1739";"Chest Dip";"2";"50.0";"3";"";"";"";"";"les 4 et 6 en 5-3"
"192";"2024-10-08 15:07:27";"Chest and Triceps";"1739";"Chest Dip";"3";"60.0";"1";"";"";"";"";"les 4 et 6 en 5-3"
"192";"2024-10-08 15:07:27";"Chest and Triceps";"1739";"Chest Dip";"4";"50.0";"2";"";"";"";"";"les 4 et 6 en 5-3"
"192";"2024-10-08 15:07:27";"Chest and Triceps";"1739";"Triceps Extension";"1";"23.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"192";"2024-10-08 15:07:27";"Chest and Triceps";"1739";"Triceps Extension";"2";"20.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"192";"2024-10-08 15:07:27";"Chest and Triceps";"1739";"Triceps Extension";"3";"23.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"192";"2024-10-08 15:07:27";"Chest and Triceps";"1739";"Lateral Raise (Dumbbell)";"1";"12.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"192";"2024-10-08 15:07:27";"Chest and Triceps";"1739";"Lateral Raise (Dumbbell)";"2";"12.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"192";"2024-10-08 15:07:27";"Chest and Triceps";"1739";"Lateral Raise (Dumbbell)";"3";"12.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"193";"2024-10-09 13:37:45";"Entraînement du matin";"2463";"Pull Up";"Note";"";"";"";"";"";"supi/normale";""
"193";"2024-10-09 13:37:45";"Entraînement du matin";"2463";"Pull Up";"1";"20.0";"5";"";"";"";"";""
"193";"2024-10-09 13:37:45";"Entraînement du matin";"2463";"Pull Up";"2";"20.0";"5";"";"";"";"";""
"193";"2024-10-09 13:37:45";"Entraînement du matin";"2463";"Seated Row (Machine)";"Note";"";"";"";"";"";"deuxième forme impec";""
"193";"2024-10-09 13:37:45";"Entraînement du matin";"2463";"Seated Row (Machine)";"1";"79.0";"12";"";"";"";"";""
"193";"2024-10-09 13:37:45";"Entraînement du matin";"2463";"Seated Row (Machine)";"2";"79.0";"10";"";"";"";"";""
"193";"2024-10-09 13:37:45";"Entraînement du matin";"2463";"Seated Row (Machine)";"3";"79.0";"10";"";"";"";"";""
"193";"2024-10-09 13:37:45";"Entraînement du matin";"2463";"Bicep Curl (Machine)";"1";"45.0";"12";"";"";"";"";""
"193";"2024-10-09 13:37:45";"Entraînement du matin";"2463";"Bicep Curl (Machine)";"2";"45.0";"7";"";"";"";"";""
"193";"2024-10-09 13:37:45";"Entraînement du matin";"2463";"Bicep Curl (Machine)";"D";"45.0";"7";"";"";"";"";""
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Bench Press (Barbell)";"W";"60.0";"15";"";"";"";"";"les 4 et 6 en 5-3"
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Bench Press (Barbell)";"W";"60.0";"15";"";"";"";"";"les 4 et 6 en 5-3"
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Bench Press (Barbell)";"1";"102.5";"1";"";"";"";"";"les 4 et 6 en 5-3"
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Bench Press (Barbell)";"2";"105.0";"1";"";"";"";"";"les 4 et 6 en 5-3"
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Bench Press (Barbell)";"3";"107.5";"1";"";"";"";"";"les 4 et 6 en 5-3"
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Bench Press (Barbell)";"4";"110.0";"1";"";"";"";"";"les 4 et 6 en 5-3"
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Bench Press (Barbell)";"5";"100.0";"2";"";"";"";"";"les 4 et 6 en 5-3"
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Bench Press (Barbell)";"6";"100.0";"2";"";"";"";"";"les 4 et 6 en 5-3"
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Bench Press (Barbell)";"7";"95.0";"4";"";"";"";"";"les 4 et 6 en 5-3"
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Bench Press (Barbell)";"8";"95.0";"4";"";"";"";"";"les 4 et 6 en 5-3"
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Chest Dip";"1";"0.0";"10";"";"";"";"";"les 4 et 6 en 5-3"
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Chest Dip";"2";"40.0";"4";"";"";"";"";"les 4 et 6 en 5-3"
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Chest Dip";"3";"30.0";"8";"";"";"";"";"les 4 et 6 en 5-3"
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Chest Dip";"4";"30.0";"9";"";"";"";"";"les 4 et 6 en 5-3"
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Triceps Extension";"1";"23.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Triceps Extension";"2";"20.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Triceps Extension";"3";"23.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Lateral Raise (Dumbbell)";"1";"12.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Lateral Raise (Dumbbell)";"2";"12.0";"10";"";"";"";"";"les 4 et 6 en 5-3"
"194";"2024-10-11 13:18:35";"Chest and Triceps";"1442";"Lateral Raise (Dumbbell)";"3";"12.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"195";"2024-10-12 15:17:12";"Entraînement du matin";"3075";"Pull Up";"Note";"";"";"";"";"";"normale/supi";""
"195";"2024-10-12 15:17:12";"Entraînement du matin";"3075";"Pull Up";"1";"20.0";"5";"";"";"";"";""
"195";"2024-10-12 15:17:12";"Entraînement du matin";"3075";"Pull Up";"2";"20.0";"5";"";"";"";"";""
"195";"2024-10-12 15:17:12";"Entraînement du matin";"3075";"Pull Up";"3";"30.0";"1";"";"";"";"";""
"195";"2024-10-12 15:17:12";"Entraînement du matin";"3075";"Pull Up";"4";"30.0";"2";"";"";"";"";""
"195";"2024-10-12 15:17:12";"Entraînement du matin";"3075";"Pull Up";"5";"30.0";"1";"";"";"";"";""
"195";"2024-10-12 15:17:12";"Entraînement du matin";"3075";"Pull Up";"6";"30.0";"1";"";"";"";"";""
"195";"2024-10-12 15:17:12";"Entraînement du matin";"3075";"Seated Row (Machine)";"1";"79.0";"12";"";"";"";"";""
"195";"2024-10-12 15:17:12";"Entraînement du matin";"3075";"Seated Row (Machine)";"2";"79.0";"10";"";"";"";"";""
"195";"2024-10-12 15:17:12";"Entraînement du matin";"3075";"Seated Row (Machine)";"3";"79.0";"10";"";"";"";"";""
"195";"2024-10-12 15:17:12";"Entraînement du matin";"3075";"Bicep Curl (Machine)";"1";"45.0";"12";"";"";"";"";""
"195";"2024-10-12 15:17:12";"Entraînement du matin";"3075";"Bicep Curl (Machine)";"2";"45.0";"9";"";"";"";"";""
"195";"2024-10-12 15:17:12";"Entraînement du matin";"3075";"Bicep Curl (Machine)";"D";"45.0";"8";"";"";"";"";""
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Bench Press (Barbell)";"W";"60.0";"15";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Bench Press (Barbell)";"W";"60.0";"15";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Bench Press (Barbell)";"1";"100.0";"2";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Bench Press (Barbell)";"2";"100.0";"2";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Bench Press (Barbell)";"3";"100.0";"2";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Bench Press (Barbell)";"4";"100.0";"2";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Bench Press (Barbell)";"5";"100.0";"3";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Pull Up";"1";"0.0";"10";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Pull Up";"2";"20.0";"4";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Pull Up";"3";"25.0";"2";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Pull Up";"4";"30.0";"1";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Pull Up";"5";"30.0";"2";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Pull Up";"6";"25.0";"2";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Pull Up";"7";"20.0";"4";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Seated Row (Machine)";"1";"79.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Seated Row (Machine)";"2";"79.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Seated Row (Machine)";"3";"82.0";"8";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Seated Row (Machine)";"4";"82.0";"8";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Bicep Curl (Machine)";"1";"41.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Bicep Curl (Machine)";"2";"45.0";"8";"";"";"";"";"les 4 et 6 en 5-3"
"196";"2024-10-15 13:01:31";"Chest and Triceps";"6183";"Bicep Curl (Machine)";"3";"45.0";"8";"";"";"";"";"les 4 et 6 en 5-3"
"197";"2024-10-18 10:06:58";"Chest and Triceps";"54141";"Bench Press (Barbell)";"W";"60.0";"15";"";"";"";"";"les 4 et 6 en 5-3"
"197";"2024-10-18 10:06:58";"Chest and Triceps";"54141";"Bench Press (Barbell)";"W";"60.0";"15";"";"";"";"";"les 4 et 6 en 5-3"
"197";"2024-10-18 10:06:58";"Chest and Triceps";"54141";"Bench Press (Barbell)";"1";"100.0";"1";"";"";"";"";"les 4 et 6 en 5-3"
"197";"2024-10-18 10:06:58";"Chest and Triceps";"54141";"Bench Press (Barbell)";"2";"115.0";"1";"";"";"";"";"les 4 et 6 en 5-3"
"197";"2024-10-18 10:06:58";"Chest and Triceps";"54141";"Chest Dip";"1";"0.0";"10";"";"";"";"";"les 4 et 6 en 5-3"
"197";"2024-10-18 10:06:58";"Chest and Triceps";"54141";"Chest Dip";"2";"40.0";"4";"";"";"";"";"les 4 et 6 en 5-3"
"197";"2024-10-18 10:06:58";"Chest and Triceps";"54141";"Chest Dip";"3";"50.0";"3";"";"";"";"";"les 4 et 6 en 5-3"
"197";"2024-10-18 10:06:58";"Chest and Triceps";"54141";"Chest Dip";"4";"60.0";"3";"";"";"";"";"les 4 et 6 en 5-3"
"197";"2024-10-18 10:06:58";"Chest and Triceps";"54141";"Chest Dip";"5";"40.0";"4";"";"";"";"";"les 4 et 6 en 5-3"
"197";"2024-10-18 10:06:58";"Chest and Triceps";"54141";"Lateral Raise (Dumbbell)";"1";"12.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"197";"2024-10-18 10:06:58";"Chest and Triceps";"54141";"Lateral Raise (Dumbbell)";"2";"12.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"197";"2024-10-18 10:06:58";"Chest and Triceps";"54141";"Lateral Raise (Dumbbell)";"3";"12.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"198";"2024-10-22 13:47:20";"Chest and Triceps";"5334";"Bench Press (Barbell)";"W";"60.0";"15";"";"";"";"";"les 4 et 6 en 5-3"
"198";"2024-10-22 13:47:20";"Chest and Triceps";"5334";"Bench Press (Barbell)";"W";"60.0";"15";"";"";"";"";"les 4 et 6 en 5-3"
"198";"2024-10-22 13:47:20";"Chest and Triceps";"5334";"Bench Press (Barbell)";"1";"100.0";"8";"";"";"";"";"les 4 et 6 en 5-3"
"198";"2024-10-22 13:47:20";"Chest and Triceps";"5334";"Bench Press (Barbell)";"2";"100.0";"6";"";"";"";"";"les 4 et 6 en 5-3"
"198";"2024-10-22 13:47:20";"Chest and Triceps";"5334";"Bench Press (Barbell)";"3";"100.0";"6";"";"";"";"";"les 4 et 6 en 5-3"
"198";"2024-10-22 13:47:20";"Chest and Triceps";"5334";"Bench Press (Barbell)";"4";"100.0";"8";"";"";"";"";"les 4 et 6 en 5-3"
"198";"2024-10-22 13:47:20";"Chest and Triceps";"5334";"Bench Press (Barbell)";"5";"87.5";"8";"";"";"";"";"les 4 et 6 en 5-3"
"198";"2024-10-22 13:47:20";"Chest and Triceps";"5334";"Bench Press (Barbell)";"6";"87.5";"8";"";"";"";"";"les 4 et 6 en 5-3"
"198";"2024-10-22 13:47:20";"Chest and Triceps";"5334";"Chest Dip";"1";"0.0";"10";"";"";"";"";"les 4 et 6 en 5-3"
"198";"2024-10-22 13:47:20";"Chest and Triceps";"5334";"Chest Dip";"2";"40.0";"4";"";"";"";"";"les 4 et 6 en 5-3"
"198";"2024-10-22 13:47:20";"Chest and Triceps";"5334";"Chest Dip";"F";"60.0";"0";"";"";"";"";"les 4 et 6 en 5-3"
"198";"2024-10-22 13:47:20";"Chest and Triceps";"5334";"Chest Dip";"4";"40.0";"4";"";"";"";"";"les 4 et 6 en 5-3"
"198";"2024-10-22 13:47:20";"Chest and Triceps";"5334";"Chest Dip";"5";"20.0";"11";"";"";"";"";"les 4 et 6 en 5-3"
"198";"2024-10-22 13:47:20";"Chest and Triceps";"5334";"Lateral Raise (Dumbbell)";"1";"12.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"198";"2024-10-22 13:47:20";"Chest and Triceps";"5334";"Lateral Raise (Dumbbell)";"2";"12.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"198";"2024-10-22 13:47:20";"Chest and Triceps";"5334";"Lateral Raise (Dumbbell)";"D";"12.0";"12";"";"";"";"";"les 4 et 6 en 5-3"
"199";"2024-10-23 15:00:38";"Entraînement du matin";"4378";"Pull Up";"Note";"";"";"";"";"";"normale/supi";""
"199";"2024-10-23 15:00:38";"Entraînement du matin";"4378";"Pull Up";"1";"0.0";"8";"";"";"";"";""
"199";"2024-10-23 15:00:38";"Entraînement du matin";"4378";"Pull Up";"2";"0.0";"8";"";"";"";"";""
"199";"2024-10-23 15:00:38";"Entraînement du matin";"4378";"Pull Up";"3";"20.0";"5";"";"";"";"";""
"199";"2024-10-23 15:00:38";"Entraînement du matin";"4378";"Pull Up";"4";"20.0";"6";"";"";"";"";""
"199";"2024-10-23 15:00:38";"Entraînement du matin";"4378";"Pull Up";"5";"25.0";"3";"";"";"";"";""
"199";"2024-10-23 15:00:38";"Entraînement du matin";"4378";"Pull Up";"6";"25.0";"5";"";"";"";"";""
"199";"2024-10-23 15:00:38";"Entraînement du matin";"4378";"Pull Up";"7";"0.0";"12";"";"";"";"";""
"199";"2024-10-23 15:00:38";"Entraînement du matin";"4378";"Seated Row (Machine)";"1";"79.0";"12";"";"";"";"";""
"199";"2024-10-23 15:00:38";"Entraînement du matin";"4378";"Seated Row (Machine)";"2";"79.0";"12";"";"";"";"";""
"199";"2024-10-23 15:00:38";"Entraînement du matin";"4378";"Seated Row (Machine)";"3";"79.0";"10";"";"";"";"";""
"199";"2024-10-23 15:00:38";"Entraînement du matin";"4378";"Bicep Curl (Machine)";"1";"45.0";"12";"";"";"";"";""
"199";"2024-10-23 15:00:38";"Entraînement du matin";"4378";"Bicep Curl (Machine)";"2";"45.0";"9";"";"";"";"";""
"199";"2024-10-23 15:00:38";"Entraînement du matin";"4378";"Bicep Curl (Machine)";"D";"45.0";"8";"";"";"";"";""
"199";"2024-10-23 15:00:38";"Entraînement du matin";"4378";"Reverse Fly (Machine)";"1";"41.0";"12";"";"";"";"";""
"199";"2024-10-23 15:00:38";"Entraînement du matin";"4378";"Reverse Fly (Machine)";"2";"41.0";"12";"";"";"";"";""
"199";"2024-10-23 15:00:38";"Entraînement du matin";"4378";"Reverse Fly (Machine)";"3";"41.0";"15";"";"";"";"";""
"199";"2024-10-23 15:00:38";"Entraînement du matin";"4378";"Reverse Fly (Machine)";"4";"45.0";"15";"";"";"";"";""
