"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"97";"2023-12-08 13:46:11";"Leg";"4441";"Leg Extension (Machine)";"2";"73.0";"12";"8.0";"";"";"";"premier 60 deep squat"
"97";"2023-12-08 13:46:11";"Leg";"4441";"Leg Extension (Machine)";"3";"73.0";"12";"9.5";"";"";"";"premier 60 deep squat"
"98";"2023-12-11 10:25:52";"Chest and Triceps";"4097";"Bench Press (Barbell)";"W";"60.0";"12";"";"";"";"";""
"98";"2023-12-11 10:25:52";"Chest and Triceps";"4097";"Bench Press (Barbell)";"1";"100.0";"3";"";"";"";"";""
"98";"2023-12-11 10:25:52";"Chest and Triceps";"4097";"Bench Press (Barbell)";"2";"112.5";"1";"";"";"";"";""
"98";"2023-12-11 10:25:52";"Chest and Triceps";"4097";"Bench Press (Barbell)";"3";"115.0";"1";"";"";"";"";""
"98";"2023-12-11 10:25:52";"Chest and Triceps";"4097";"Bench Press (Barbell)";"4";"120.0";"1";"";"";"";"";""
"98";"2023-12-11 10:25:52";"Chest and Triceps";"4097";"Chest Dip";"1";"0.0";"12";"";"";"";"";""
"98";"2023-12-11 10:25:52";"Chest and Triceps";"4097";"Chest Dip";"2";"20.0";"10";"";"";"";"";""
"98";"2023-12-11 10:25:52";"Chest and Triceps";"4097";"Chest Dip";"3";"40.0";"3";"";"";"";"";""
"98";"2023-12-11 10:25:52";"Chest and Triceps";"4097";"Chest Dip";"4";"65.0";"1";"";"";"";"";""
"98";"2023-12-11 10:25:52";"Chest and Triceps";"4097";"Triceps Extension";"Note";"";"";"";"";"";"73 explo + ralentie";""
"98";"2023-12-11 10:25:52";"Chest and Triceps";"4097";"Triceps Extension";"1";"18.0";"12";"";"";"";"";""
"98";"2023-12-11 10:25:52";"Chest and Triceps";"4097";"Triceps Extension";"2";"23.0";"12";"";"";"";"";""
"98";"2023-12-11 10:25:52";"Chest and Triceps";"4097";"Triceps Extension";"3";"18.0";"12";"";"";"";"";""
"98";"2023-12-11 10:25:52";"Chest and Triceps";"4097";"Lateral Raise (Dumbbell)";"1";"8.0";"12";"";"";"";"";""
"98";"2023-12-11 10:25:52";"Chest and Triceps";"4097";"Lateral Raise (Dumbbell)";"2";"8.0";"12";"";"";"";"";""
"98";"2023-12-11 10:25:52";"Chest and Triceps";"4097";"Lateral Raise (Dumbbell)";"3";"8.0";"12";"";"";"";"";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Bench Press (Barbell)";"1";"0.0";"20";"";"";"";"";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Bench Press (Barbell)";"2";"60.0";"10";"";"";"";"";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Bench Press (Barbell)";"3";"80.0";"6";"";"";"";"";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Bench Press (Barbell)";"4";"105.0";"3";"";"";"";"";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Bench Press (Barbell)";"5";"105.0";"3";"";"";"";"";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Bench Press (Barbell)";"6";"110.0";"2";"";"";"";"";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Bench Press (Barbell)";"7";"105.0";"3";"";"";"";"";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Pull Up";"Note";"";"";"";"";"";"les 1 rep  lock / pas lock / supi lock";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Pull Up";"1";"0.0";"12";"";"";"";"";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Pull Up";"2";"15.0";"4";"";"";"";"";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Pull Up";"3";"15.0";"4";"";"";"";"";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Pull Up";"4";"25.0";"1";"";"";"";"";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Pull Up";"5";"30.0";"1";"";"";"";"";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Seated Row (Cable)";"Note";"";"";"";"";"";"en  contrôle exp+ralenti excentrique ";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Seated Row (Cable)";"1";"52.0";"12";"";"";"";"";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Seated Row (Cable)";"2";"59.0";"9";"";"";"";"";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Seated Row (Cable)";"3";"59.0";"9";"";"";"";"";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Hammer Curl (Cable)";"1";"41.0";"12";"";"";"";"";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Hammer Curl (Cable)";"2";"45.0";"12";"";"";"";"";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Bicep Curl (Cable)";"1";"45.0";"5";"";"";"";"";""
"99";"2023-12-13 07:49:44";"Entraînement du matin";"6105";"Bicep Curl (Cable)";"2";"41.0";"11";"";"";"";"";""
"100";"2023-12-15 16:50:47";"Leg";"5512";"Squat (Barbell)";"1";"20.0";"20";"6.5";"";"";"";"premier 60 deep squat"
"100";"2023-12-15 16:50:47";"Leg";"5512";"Squat (Barbell)";"2";"60.0";"12";"7.0";"";"";"";"premier 60 deep squat"
"100";"2023-12-15 16:50:47";"Leg";"5512";"Squat (Barbell)";"3";"80.0";"7";"8.5";"";"";"";"premier 60 deep squat"
"100";"2023-12-15 16:50:47";"Leg";"5512";"Squat (Barbell)";"4";"75.0";"8";"9.5";"";"";"";"premier 60 deep squat"
"100";"2023-12-15 16:50:47";"Leg";"5512";"Squat (Barbell)";"5";"75.0";"7";"9.5";"";"";"";"premier 60 deep squat"
"100";"2023-12-15 16:50:47";"Leg";"5512";"Squat (Barbell)";"6";"75.0";"10";"9.5";"";"";"";"premier 60 deep squat"
"100";"2023-12-15 16:50:47";"Leg";"5512";"Seated Leg Curl (Machine)";"Note";"";"";"";"";"";"très ralenties";"premier 60 deep squat"
"100";"2023-12-15 16:50:47";"Leg";"5512";"Seated Leg Curl (Machine)";"1";"66.0";"11";"6.5";"";"";"";"premier 60 deep squat"
"100";"2023-12-15 16:50:47";"Leg";"5512";"Seated Leg Curl (Machine)";"2";"66.0";"12";"7.0";"";"";"";"premier 60 deep squat"
"100";"2023-12-15 16:50:47";"Leg";"5512";"Seated Leg Curl (Machine)";"3";"73.0";"5";"9.5";"";"";"";"premier 60 deep squat"
"100";"2023-12-15 16:50:47";"Leg";"5512";"Leg Extension (Machine)";"Note";"";"";"";"";"";"très ralenties ";"premier 60 deep squat"
"100";"2023-12-15 16:50:47";"Leg";"5512";"Leg Extension (Machine)";"1";"73.0";"9";"7.5";"";"";"";"premier 60 deep squat"
"100";"2023-12-15 16:50:47";"Leg";"5512";"Leg Extension (Machine)";"2";"73.0";"9";"8.0";"";"";"";"premier 60 deep squat"
"100";"2023-12-15 16:50:47";"Leg";"5512";"Leg Extension (Machine)";"D";"79.0";"6";"9.5";"";"";"";"premier 60 deep squat"
"100";"2023-12-15 16:50:47";"Leg";"5512";"Leg Extension (Machine)";"D";"59.0";"6";"";"";"";"";"premier 60 deep squat"
"100";"2023-12-15 16:50:47";"Leg";"5512";"Leg Extension (Machine)";"D";"52.0";"1";"";"";"";"";"premier 60 deep squat"
"100";"2023-12-15 16:50:47";"Leg";"5512";"Bench Press (Barbell)";"1";"60.0";"12";"";"";"";"";"premier 60 deep squat"
"100";"2023-12-15 16:50:47";"Leg";"5512";"Bench Press (Barbell)";"2";"105.0";"3";"";"";"";"";"premier 60 deep squat"
"100";"2023-12-15 16:50:47";"Leg";"5512";"Bench Press (Barbell)";"3";"105.0";"3";"";"";"";"";"premier 60 deep squat"
"100";"2023-12-15 16:50:47";"Leg";"5512";"Bench Press (Barbell)";"4";"105.0";"3";"";"";"";"";"premier 60 deep squat"
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Bench Press (Barbell)";"W";"60.0";"12";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Bench Press (Barbell)";"1";"100.0";"4";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Bench Press (Barbell)";"2";"110.0";"1";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Bench Press (Barbell)";"3";"117.5";"1";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Bench Press (Barbell)";"4";"122.5";"1";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Chest Dip";"1";"0.0";"12";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Chest Dip";"2";"20.0";"10";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Chest Dip";"3";"40.0";"5";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Chest Dip";"4";"50.0";"3";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Chest Dip";"5";"60.0";"2";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Triceps Extension";"Note";"";"";"";"";"";"73 explo + ralentie";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Triceps Extension";"1";"59.0";"12";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Triceps Extension";"2";"59.0";"12";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Triceps Extension";"3";"41.0";"12";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Triceps Extension";"4";"41.0";"12";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Lateral Raise (Dumbbell)";"1";"8.0";"12";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Lateral Raise (Dumbbell)";"2";"10.0";"12";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Lateral Raise (Dumbbell)";"3";"10.0";"12";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Overhead Press (Barbell)";"1";"20.0";"12";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Overhead Press (Barbell)";"2";"40.0";"8";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Overhead Press (Barbell)";"3";"40.0";"8";"";"";"";"";""
"101";"2023-12-18 09:49:16";"Chest and Triceps";"5653";"Overhead Press (Barbell)";"4";"40.0";"5";"";"";"";"";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Pull Up";"Note";"";"";"";"";"";"les 1 rep  lock / pas lock / supi lock";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Pull Up";"1";"0.0";"12";"";"";"";"";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Pull Up";"2";"15.0";"5";"";"";"";"";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Pull Up";"3";"15.0";"5";"";"";"";"";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Pull Up";"4";"20.0";"2";"";"";"";"";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Pull Up";"5";"25.0";"1";"";"";"";"";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Pull Up";"6";"30.0";"0";"";"";"";"";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Pull Up";"7";"30.0";"1";"";"";"";"";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Seated Row (Machine)";"Note";"";"";"";"";"";"en  contrôle exp+ralenti excentrique ";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Seated Row (Machine)";"1";"73.0";"12";"";"";"";"";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Seated Row (Machine)";"2";"79.0";"12";"";"";"";"";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Seated Row (Machine)";"D";"52.0";"4";"";"";"";"";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Seated Row (Machine)";"D";"86.0";"4";"";"";"";"";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Hammer Curl (Cable)";"Note";"";"";"";"";"";"fini les 41/45 un peu cheat sur la fin";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Hammer Curl (Cable)";"1";"41.0";"12";"";"";"";"";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Hammer Curl (Cable)";"2";"45.0";"12";"";"";"";"";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Bicep Curl (Cable)";"1";"50.0";"6";"";"";"";"";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Bicep Curl (Cable)";"2";"45.0";"8";"";"";"";"";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Face Pull (Cable)";"1";"50.0";"12";"";"";"";"";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Face Pull (Cable)";"2";"50.0";"12";"";"";"";"";""
"102";"2023-12-19 12:46:00";"Entraînement du matin";"4147";"Face Pull (Cable)";"3";"50.0";"12";"";"";"";"";""
"103";"2023-12-20 13:22:30";"Chest and Triceps";"4523";"Bench Press (Barbell)";"Note";"";"";"";"";"";"début en larsen";""
"103";"2023-12-20 13:22:30";"Chest and Triceps";"4523";"Bench Press (Barbell)";"W";"60.0";"12";"";"";"";"";""
"103";"2023-12-20 13:22:30";"Chest and Triceps";"4523";"Bench Press (Barbell)";"1";"80.0";"8";"";"";"";"";""
"103";"2023-12-20 13:22:30";"Chest and Triceps";"4523";"Bench Press (Barbell)";"2";"100.0";"2";"";"";"";"";""
"103";"2023-12-20 13:22:30";"Chest and Triceps";"4523";"Bench Press (Barbell)";"3";"105.0";"2";"";"";"";"";""
"103";"2023-12-20 13:22:30";"Chest and Triceps";"4523";"Bench Press (Barbell)";"4";"110.0";"3";"";"";"";"";""
"103";"2023-12-20 13:22:30";"Chest and Triceps";"4523";"Bench Press (Barbell)";"5";"105.0";"3";"";"";"";"";""
"103";"2023-12-20 13:22:30";"Chest and Triceps";"4523";"Bench Press (Barbell)";"6";"105.0";"1";"";"";"";"";""
"103";"2023-12-20 13:22:30";"Chest and Triceps";"4523";"Bench Press (Barbell)";"7";"90.0";"10";"";"";"";"";""
"103";"2023-12-20 13:22:30";"Chest and Triceps";"4523";"Chest Dip";"Note";"";"";"";"";"";"les 50 valides pas gab";""
"103";"2023-12-20 13:22:30";"Chest and Triceps";"4523";"Chest Dip";"1";"0.0";"12";"";"";"";"";""
"103";"2023-12-20 13:22:30";"Chest and Triceps";"4523";"Chest Dip";"2";"20.0";"8";"";"";"";"";""
